Customer_ID,Gender,Age,Profession_Code,Work_Experience,Family_Size
2962,Male,24,41-2000,1,1
2963,Female,27,29-2090,4,1
2964,Female,28,25-9045,4,1
2965,Male,40,47-0000,8,5
2966,Male,19,43-3020,1,2
2967,Female,32,29-0000,4,3
2968,Male,37,13-0000,9,4
2969,Female,42,13-1190,10,5
2970,Female,33,25-0000,5,3
2971,Male,43,23-0000,9,4
2972,Male,24,51-0000,2,1
2973,Male,37,35-3030,11,5
2974,Male,18,35-3023,1,2
2975,Male,18,35-3000,2,4
2976,Male,20,43-3030,2,1
2977,Male,18,35-3023,2,3
2978,Female,37,17-2080,10,3
2979,Female,24,51-0000,2,3
2980,Male,22,43-9000,1,1
2981,Female,24,53-7060,2,2
2982,Male,23,31-9092,2,3
2983,Male,35,11-0000,11,3
2984,Female,26,43-9061,4,4
2985,Female,38,41-3091,10,3
2986,Female,30,49-9000,3,3
2987,Male,21,35-0000,1,2
2988,Male,24,43-3000,3,2
2989,Male,20,31-1120,1,2
2990,Female,27,41-0000,4,3
2991,Female,21,43-4050,1,2
2992,Male,25,31-1120,3,2
2993,Male,24,43-9060,2,3
2994,Male,41,13-1190,10,5
2995,Female,47,49-0000,20,5
2996,Male,27,51-2090,5,4
2997,Female,44,13-1000,9,5
2998,Male,32,11-9021,4,4
2999,Female,27,33-9000,4,4
3000,Male,35,35-2011,9,5
3001,Female,38,17-2000,9,4
3002,Male,30,37-0000,3,2
3003,Male,32,13-2050,4,2
3004,Female,33,43-3050,3,3
3005,Male,19,51-0000,1,1
3006,Female,31,29-1000,3,3
3007,Female,30,43-0000,3,3
3008,Female,28,43-4050,6,2
3009,Female,28,43-6010,4,2
3010,Male,26,39-9031,4,4
3011,Female,25,53-3030,5,2
3012,Male,46,11-3000,19,4
3013,Female,22,53-7000,3,3
3014,Male,40,17-3020,9,5
3015,Female,30,25-9045,6,4
3016,Male,22,37-3010,2,2
3017,Female,41,19-0000,9,4
3018,Male,44,11-1011,10,3
3019,Male,30,25-2000,5,5
3020,Male,35,53-0000,9,4
3021,Female,25,35-3031,4,2
3022,Male,37,49-0000,9,3
3023,Male,27,37-0000,5,2
3024,Male,34,47-2110,4,3
3025,Female,31,41-0000,6,3
3026,Male,26,43-0000,4,2
3027,Male,39,13-1000,12,5
3028,Male,24,53-3000,3,3
3029,Male,37,13-1020,11,2
3030,Male,26,41-3000,6,2
3031,Female,44,47-0000,10,4
3032,Female,36,39-9000,11,4
3033,Male,43,11-9033,10,4
3034,Female,37,47-2030,10,3
3035,Female,30,43-9060,4,3
3036,Male,22,43-9000,1,2
3037,Male,39,25-0000,10,2
3038,Female,28,51-1000,3,3
3039,Female,21,31-9090,1,3
3040,Female,20,41-2010,2,1
3041,Male,21,43-9040,2,3
3042,Female,39,47-0000,10,5
3043,Female,41,15-0000,10,4
3044,Female,26,43-5070,5,3
3045,Male,37,39-2010,11,2
3046,Female,23,53-0000,2,2
3047,Female,25,53-0000,3,2
3048,Female,18,35-1010,3,4
3049,Male,23,35-3020,2,1
3050,Female,36,17-3026,9,4
3051,Male,23,37-2000,1,2
3052,Male,20,43-3030,1,1
3053,Female,22,47-3000,1,4
3054,Female,32,49-3031,4,5
3055,Female,48,11-0000,21,5
3056,Male,30,43-9061,8,2
3057,Female,31,35-3023,5,2
3058,Male,43,13-1000,10,3
3059,Male,39,19-2000,11,4
3060,Female,46,15-1299,20,5
3061,Male,19,43-3030,1,4
3062,Male,28,43-0000,4,3
3063,Male,36,23-0000,10,3
3064,Male,34,43-5000,4,3
3065,Female,22,41-1011,1,2
3066,Male,45,11-1000,19,6
3067,Female,43,25-0000,10,4
3068,Male,40,29-1292,10,6
3069,Male,18,51-2090,1,2
3070,Male,23,43-3020,2,2
3071,Female,28,35-0000,3,3
3072,Male,31,33-0000,6,4
3073,Male,39,13-1199,8,5
3074,Male,44,25-2052,9,4
3075,Female,26,39-3000,5,2
3076,Male,20,43-9061,2,2
3077,Female,23,31-0000,2,2
3078,Male,43,53-1000,9,4
3079,Female,20,53-0000,2,3
3080,Female,33,11-9020,5,4
3081,Female,26,35-3020,4,2
3082,Female,18,31-0000,1,1
3083,Female,26,43-6010,6,3
3084,Female,26,35-0000,2,4
3085,Female,24,43-9000,2,3
3086,Female,22,53-7051,2,6
3087,Female,32,37-2011,3,4
3088,Male,28,33-0000,3,2
3089,Male,24,35-1010,2,1
3090,Female,19,41-2011,3,3
3091,Male,19,35-3000,2,1
3092,Female,18,35-2021,3,3
3093,Male,39,51-1010,11,5
3094,Male,30,11-0000,2,2
3095,Male,45,43-1010,18,5
3096,Female,28,43-6014,6,2
3097,Male,18,43-3031,3,2
3098,Female,46,49-9040,19,3
3099,Female,37,41-4000,9,3
3100,Female,25,45-2092,5,1
3101,Female,41,11-0000,11,5
3102,Female,25,41-2010,6,2
3103,Male,25,35-2020,5,1
3104,Female,46,19-0000,20,4
3105,Female,26,51-9060,4,4
3106,Female,38,11-9000,9,3
3107,Male,29,31-1131,8,3
3108,Female,30,39-2000,3,3
3109,Female,30,25-3000,4,3
3110,Male,25,43-4051,6,3
3111,Female,22,43-4070,1,2
3112,Female,35,17-2050,9,4
3113,Female,42,13-2010,9,4
3114,Male,18,37-0000,1,3
3115,Male,49,11-1000,21,5
3116,Female,43,25-2000,10,5
3117,Female,23,35-2000,1,2
3118,Male,25,13-0000,6,4
3119,Female,31,53-7000,5,4
3120,Female,24,31-0000,2,2
3121,Male,49,25-2031,19,3
3122,Female,25,33-0000,5,3
3123,Female,22,53-7000,2,3
3124,Female,24,31-0000,3,2
3125,Male,25,37-2012,3,3
3126,Male,26,51-9110,4,2
3127,Female,39,29-0000,9,5
3128,Male,37,33-1012,8,4
3129,Female,28,45-2000,6,2
3130,Female,24,39-0000,2,2
3131,Male,25,33-0000,6,3
3132,Female,30,35-2010,5,2
3133,Female,32,25-3020,4,5
3134,Male,24,51-9160,2,3
3135,Male,42,13-1000,10,4
3136,Male,30,31-1120,3,4
3137,Female,38,11-1021,10,3
3138,Female,31,29-2081,4,4
3139,Male,40,17-3020,9,4
3140,Male,22,35-3023,1,4
3141,Male,28,31-0000,5,3
3142,Female,25,53-0000,4,4
3143,Female,27,41-1011,5,4
3144,Female,39,17-0000,10,3
3145,Male,22,33-0000,1,3
3146,Female,30,43-0000,3,4
3147,Male,30,51-9000,3,4
3148,Male,30,41-0000,3,4
3149,Male,22,31-1130,2,3
3150,Female,39,11-1020,9,5
3151,Male,41,15-0000,10,5
3152,Female,24,25-9040,4,2
3153,Female,54,11-3031,20,7
3154,Female,18,51-0000,2,2
3155,Female,25,37-2000,6,1
3156,Male,33,27-1000,6,4
3157,Female,35,29-0000,9,2
3158,Male,26,31-0000,5,2
3159,Female,49,23-1010,18,5
3160,Male,27,53-7000,4,2
3161,Female,44,23-2010,11,6
3162,Female,22,37-2010,1,2
3163,Female,28,41-2030,5,1
3164,Male,45,13-0000,18,4
3165,Male,34,45-2041,5,3
3166,Male,47,13-2000,19,5
3167,Female,20,35-2010,1,2
3168,Female,20,43-3030,3,2
3169,Female,40,47-2221,8,4
3170,Male,48,11-3121,17,4
3171,Male,30,25-9000,6,4
3172,Male,34,43-1010,5,4
3173,Female,43,13-1190,10,5
3174,Male,27,37-2012,5,3
3175,Male,18,43-0000,3,5
3176,Female,19,43-5000,1,1
3177,Male,21,41-2000,3,3
3178,Male,31,49-0000,6,4
3179,Female,29,41-2000,3,1
3180,Male,35,13-1161,9,2
3181,Male,21,43-3000,2,3
3182,Female,28,43-6013,3,4
3183,Female,21,35-2010,1,1
3184,Female,30,13-2010,5,4
3185,Male,44,13-0000,11,4
3186,Male,18,41-0000,2,2
3187,Male,30,41-2011,4,4
3188,Male,32,13-2052,4,4
3189,Male,49,49-1010,18,3
3190,Male,35,25-0000,8,4
3191,Male,42,13-2010,10,5
3192,Male,33,27-3041,4,4
3193,Female,29,13-2000,5,3
3194,Male,24,35-3000,1,3
3195,Female,35,29-0000,10,2
3196,Female,20,41-2030,1,2
3197,Female,21,21-1000,1,4
3198,Female,30,29-2053,4,3
3199,Male,25,43-4170,5,3
3200,Female,23,25-9045,2,4
3201,Male,23,41-0000,2,4
3202,Male,39,29-0000,8,4
3203,Female,31,41-0000,4,3
3204,Male,26,29-2000,5,4
3205,Female,28,35-2000,5,5
3206,Male,24,43-9199,2,4
3207,Male,25,43-9000,4,3
3208,Female,29,49-9000,2,3
3209,Male,26,43-9000,6,3
3210,Female,25,31-9090,4,4
3211,Male,18,43-4050,2,3
3212,Male,22,35-3023,2,1
3213,Male,22,35-1010,1,2
3214,Male,38,43-5060,9,6
3215,Male,42,13-2090,10,5
3216,Female,27,51-0000,5,2
3217,Female,21,35-2010,1,3
3218,Female,19,41-2000,2,3
3219,Male,18,49-3000,1,1
3220,Female,23,53-7062,3,3
3221,Female,40,15-0000,10,3
3222,Female,22,41-2030,3,2
3223,Female,28,47-3012,4,3
3224,Male,34,17-2050,4,5
3225,Male,21,43-3011,2,3
3226,Female,38,25-2000,10,3
3227,Female,24,35-2000,1,3
3228,Female,35,23-0000,9,3
3229,Female,21,35-3000,3,3
3230,Female,28,29-2000,4,1
3231,Female,26,51-9000,5,2
3232,Male,25,35-1010,2,1
3233,Female,18,53-7060,2,1
3234,Male,30,41-4012,4,3
3235,Female,23,53-7051,4,3
3236,Female,18,51-2028,3,1
3237,Male,39,41-3000,9,3
3238,Male,32,37-2010,5,4
3239,Male,32,15-0000,4,5
3240,Female,31,53-0000,5,3
3241,Female,43,49-0000,9,6
3242,Male,44,29-0000,9,4
3243,Male,27,41-1000,4,1
3244,Female,26,21-0000,4,4
3245,Female,27,43-0000,4,1
3246,Male,35,43-1000,12,4
3247,Male,54,11-3020,21,5
3248,Female,44,41-3090,9,4
3249,Male,31,35-3020,4,3
3250,Female,40,25-2052,8,3
3251,Female,53,53-2021,18,4
3252,Female,28,35-3000,5,1
3253,Male,30,53-0000,6,5
3254,Male,49,51-1010,19,4
3255,Male,34,13-1000,7,4
3256,Female,25,53-3032,5,1
3257,Male,25,43-4051,5,3
3258,Female,22,49-9011,2,2
3259,Female,24,51-2090,1,2
3260,Male,48,27-0000,20,3
3261,Male,36,47-1000,8,3
3262,Male,45,15-0000,18,7
3263,Female,37,43-5061,9,2
3264,Male,27,47-2131,4,4
3265,Female,29,41-0000,3,4
3266,Female,43,23-0000,10,4
3267,Male,43,13-2011,11,5
3268,Female,39,29-2060,10,3
3269,Male,38,25-2059,9,3
3270,Female,36,13-1140,10,2
3271,Male,26,47-2000,6,3
3272,Male,43,29-1000,9,4
3273,Male,19,35-2000,2,3
3274,Male,20,41-2010,2,1
3275,Female,41,33-3051,9,6
3276,Male,20,43-9061,1,3
3277,Female,42,11-9030,11,5
3278,Male,41,11-9110,9,3
3279,Female,25,43-4051,3,2
3280,Male,25,43-0000,4,2
3281,Female,25,43-2000,5,5
3282,Male,26,41-0000,4,2
3283,Female,50,29-1000,19,5
3284,Female,28,37-0000,4,3
3285,Female,48,15-1252,19,5
3286,Male,31,47-2044,5,4
3287,Female,21,41-2020,2,2
3288,Male,24,49-9000,4,1
3289,Female,45,17-0000,20,6
3290,Male,20,37-3011,2,2
3291,Female,23,41-1000,1,3
3292,Male,23,21-1093,2,4
3293,Male,45,13-1031,20,4
3294,Female,27,35-1000,5,3
3295,Male,22,35-1012,3,1
3296,Female,24,31-9091,1,4
3297,Female,41,13-0000,10,5
3298,Male,39,11-0000,9,2
3299,Female,39,43-1010,9,5
3300,Male,20,43-5070,2,2
3301,Female,27,29-2070,4,3
3302,Female,37,15-2000,9,4
3303,Male,37,43-6011,11,3
3304,Female,29,35-9010,3,2
3305,Male,41,15-1250,10,4
3306,Male,18,53-0000,1,3
3307,Male,29,37-2011,4,3
3308,Male,41,43-4010,10,6
3309,Female,35,29-9090,10,5
3310,Male,31,29-1000,5,4
3311,Female,23,53-3000,1,2
3312,Male,23,43-4000,2,4
3313,Female,28,41-0000,6,3
3314,Male,39,49-0000,10,5
3315,Female,23,43-3000,2,3
3316,Male,28,39-3011,5,1
3317,Female,37,43-5052,9,3
3318,Female,18,43-6000,1,4
3319,Male,26,41-2010,4,3
3320,Male,47,13-1161,19,5
3321,Male,23,43-0000,1,2
3322,Male,19,43-6000,2,2
3323,Male,37,53-1047,9,3
3324,Male,20,35-1010,1,1
3325,Male,19,43-6010,2,3
3326,Female,20,35-0000,1,5
3327,Male,43,11-9000,11,5
3328,Male,24,33-9032,2,3
3329,Male,18,43-6010,1,4
3330,Female,19,25-9000,2,2
3331,Male,31,53-7062,4,4
3332,Male,27,41-2031,5,1
3333,Male,26,35-9000,4,4
3334,Female,28,31-9092,7,1
3335,Male,20,43-0000,2,1
3336,Male,26,41-0000,5,4
3337,Male,38,25-2000,10,3
3338,Female,27,43-0000,5,2
3339,Male,24,31-1120,1,2
3340,Male,41,29-2060,10,3
3341,Female,33,43-4000,4,3
3342,Male,39,43-1010,11,4
3343,Female,29,53-0000,5,2
3344,Female,39,13-0000,10,4
3345,Female,42,25-0000,10,5
3346,Female,30,53-0000,4,4
3347,Male,41,47-2211,9,4
3348,Male,25,35-2000,6,3
3349,Female,34,53-2030,5,3
3350,Female,21,35-9010,2,4
3351,Male,18,31-9097,2,3
3352,Female,39,11-1021,9,4
3353,Female,39,29-1141,10,4
3354,Female,25,43-0000,2,4
3355,Female,27,53-3050,7,3
3356,Female,38,47-2031,7,5
3357,Male,28,41-2000,4,4
3358,Female,20,51-0000,2,3
3359,Female,30,47-2000,4,3
3360,Male,21,39-5010,2,2
3361,Female,42,51-1011,10,4
3362,Female,25,41-2000,5,2
3363,Male,22,53-7000,2,2
3364,Male,22,43-0000,3,3
3365,Female,37,11-9000,9,5
3366,Female,51,11-9199,18,3
3367,Male,18,47-5000,1,3
3368,Female,40,13-1190,8,3
3369,Male,24,37-0000,2,5
3370,Male,43,25-4000,10,4
3371,Male,33,13-1080,3,3
3372,Female,44,25-1000,8,4
3373,Male,33,41-0000,7,3
3374,Female,47,17-1020,17,6
3375,Female,25,39-0000,4,2
3376,Male,44,27-1014,11,5
3377,Female,40,11-9111,8,5
3378,Male,20,43-4170,2,2
3379,Male,35,15-1200,9,4
3380,Female,40,17-3020,10,6
3381,Female,18,51-0000,2,3
3382,Female,43,11-9041,7,5
3383,Female,33,11-1020,5,5
3384,Female,30,53-0000,4,4
3385,Male,39,25-0000,11,4
3386,Male,30,41-0000,4,5
3387,Male,26,51-9161,4,2
3388,Female,19,43-3030,1,2
3389,Female,35,53-0000,9,4
3390,Male,26,35-1012,4,3
3391,Female,30,37-0000,4,4
3392,Male,35,13-0000,11,4
3393,Female,29,53-7062,4,2
3394,Male,40,41-3020,9,7
3395,Male,39,15-1232,10,5
3396,Female,40,19-3000,10,4
3397,Female,34,23-2010,3,3
3398,Female,43,15-1200,8,5
3399,Female,44,27-4012,9,5
3400,Female,33,35-3023,6,4
3401,Female,38,11-1000,8,3
3402,Female,26,41-4011,3,3
3403,Female,23,33-9000,1,2
3404,Female,24,37-1010,4,3
3405,Male,33,13-1111,4,4
3406,Male,24,35-2020,3,4
3407,Female,35,51-4120,8,4
3408,Male,41,29-1000,12,5
3409,Male,38,49-3030,9,2
3410,Female,35,13-0000,10,2
3411,Female,18,53-7000,3,3
3412,Female,34,25-3000,5,3
3413,Female,18,51-2000,2,3
3414,Male,18,43-5000,3,1
3415,Male,29,49-9071,6,2
3416,Female,34,17-2110,5,4
3417,Female,31,25-2000,5,4
3418,Female,26,43-0000,3,3
3419,Male,23,51-4000,1,1
3420,Male,48,49-0000,19,5
3421,Male,22,39-3090,1,1
3422,Female,21,43-3000,1,2
3423,Male,40,33-2000,9,7
3424,Male,50,13-0000,20,6
3425,Female,51,15-1252,18,5
3426,Female,23,31-1120,2,1
3427,Female,28,19-1042,3,3
3428,Male,42,13-1000,8,5
3429,Female,41,25-2020,10,6
3430,Female,30,45-1010,4,3
3431,Female,28,43-6010,4,1
3432,Male,39,43-5052,8,3
3433,Male,25,31-0000,4,2
3434,Female,34,43-0000,3,2
3435,Male,47,25-2000,19,5
3436,Female,22,41-0000,2,1
3437,Female,22,51-0000,1,2
3438,Female,29,49-9070,6,2
3439,Male,32,41-0000,5,5
3440,Male,51,15-1252,19,5
3441,Female,19,29-2000,4,4
3442,Male,31,51-9000,5,3
3443,Female,22,41-2030,2,2
3444,Female,18,25-9000,2,2
3445,Male,40,49-9040,9,5
3446,Female,22,41-2030,3,2
3447,Female,20,43-9040,2,1
3448,Female,33,31-1131,6,4
3449,Female,38,33-3030,9,4
3450,Male,30,41-2011,3,3
3451,Female,23,27-1020,1,4
3452,Male,25,53-3000,5,1
3453,Female,26,41-2010,4,2
3454,Male,25,53-7000,4,4
3455,Female,43,47-2110,10,4
3456,Female,42,11-9051,10,5
3457,Male,26,51-9161,4,2
3458,Female,38,41-3000,9,4
3459,Male,38,23-0000,10,4
3460,Female,29,51-0000,4,3
3461,Female,24,31-1120,1,4
3462,Male,18,41-0000,1,4
3463,Male,18,37-2000,2,3
3464,Female,31,43-4050,5,3
3465,Female,26,51-4000,5,3
3466,Female,20,31-1100,1,4
3467,Female,35,53-1000,8,3
3468,Male,18,25-9040,1,4
3469,Male,28,47-2000,5,4
3470,Female,35,13-1000,9,5
3471,Male,35,13-1121,9,3
3472,Female,46,29-1210,20,7
3473,Female,18,43-0000,1,4
3474,Female,49,29-1140,20,4
3475,Male,18,35-9010,3,3
3476,Male,43,11-0000,8,4
3477,Male,26,51-0000,6,3
3478,Female,23,43-0000,1,3
3479,Male,22,53-7065,4,3
3480,Male,43,13-2011,10,5
3481,Female,30,43-4000,6,5
3482,Female,45,11-9039,20,4
3483,Male,54,11-1011,20,3
3484,Male,30,43-6010,4,3
3485,Female,19,35-3020,2,2
3486,Female,41,33-3051,9,5
3487,Male,28,29-2000,4,3
3488,Male,53,23-1011,19,4
3489,Male,41,11-9033,10,5
3490,Male,25,43-4000,4,2
3491,Female,26,39-3010,5,5
3492,Female,29,41-2031,4,3
3493,Female,27,31-1120,6,3
3494,Male,41,19-3020,10,4
3495,Female,23,51-2090,3,2
3496,Male,26,31-1120,5,4
3497,Female,31,49-1000,5,2
3498,Female,23,41-0000,4,4
3499,Male,44,47-0000,10,4
3500,Male,37,13-1151,9,2
3501,Male,37,11-1021,8,4
3502,Male,21,43-6014,2,4
3503,Female,25,39-6000,4,1
3504,Male,26,31-0000,4,4
3505,Female,28,27-0000,6,2
3506,Female,49,25-2022,20,3
3507,Female,23,41-9099,2,3
3508,Female,44,43-1000,8,4
3509,Female,22,45-0000,1,1
3510,Male,43,53-4000,10,3
3511,Male,39,13-1000,9,5
3512,Female,42,11-0000,9,3
3513,Male,28,35-1000,5,2
3514,Female,20,41-2000,1,1
3515,Female,43,11-0000,9,5
3516,Male,20,31-1120,2,3
3517,Male,21,43-4131,1,3
3518,Male,29,25-9000,4,1
3519,Female,23,43-3030,1,2
3520,Female,18,49-9070,2,3
3521,Female,30,41-0000,4,2
3522,Female,41,29-0000,9,4
3523,Male,22,43-4170,4,2
3524,Female,21,53-3031,3,4
3525,Female,48,41-3090,21,5
3526,Female,34,41-2000,5,3
3527,Male,18,49-9070,2,1
3528,Male,38,13-1082,9,5
3529,Male,31,53-7000,4,4
3530,Male,21,31-9090,2,3
3531,Male,38,41-9020,11,5
3532,Male,38,49-9040,11,3
3533,Female,23,35-1010,3,4
3534,Female,26,47-2041,4,3
3535,Male,27,35-3020,4,2
3536,Female,43,11-2000,8,3
3537,Female,24,53-3000,1,1
3538,Male,26,35-0000,4,4
3539,Female,41,47-1011,11,4
3540,Female,33,35-0000,5,3
3541,Female,47,41-4010,20,5
3542,Male,44,29-2060,7,6
3543,Male,18,43-0000,2,4
3544,Female,33,47-2073,4,5
3545,Female,37,47-0000,9,2
3546,Female,26,35-3020,5,1
3547,Female,18,35-3023,2,3
3548,Male,24,41-2010,2,2
3549,Female,22,37-2000,1,2
3550,Male,35,17-2000,9,3
3551,Female,29,31-0000,6,2
3552,Female,46,29-1292,19,6
3553,Female,42,29-0000,10,4
3554,Male,24,35-2012,2,1
3555,Female,26,41-0000,5,2
3556,Male,47,13-0000,19,5
3557,Male,23,25-9045,1,4
3558,Female,18,53-3000,1,3
3559,Female,18,43-3031,2,2
3560,Male,22,41-2030,1,2
3561,Female,36,49-9020,11,4
3562,Male,34,35-3030,5,4
3563,Male,24,43-0000,3,2
3564,Female,23,53-0000,2,3
3565,Male,24,33-9032,1,3
3566,Male,21,33-0000,2,4
3567,Male,18,31-0000,1,5
3568,Male,41,25-1190,9,4
3569,Male,32,31-1120,5,4
3570,Female,34,53-0000,5,3
3571,Female,39,13-2010,10,3
3572,Male,24,53-7065,2,1
3573,Male,27,37-3000,3,2
3574,Male,44,17-2072,9,4
3575,Male,29,35-0000,5,3
3576,Male,36,17-2110,10,3
3577,Female,21,21-1000,1,2
3578,Male,40,25-0000,9,3
3579,Male,35,41-4010,9,2
3580,Female,31,43-6000,6,2
3581,Female,22,35-3020,1,4
3582,Female,27,53-7060,4,3
3583,Male,44,13-1071,11,5
3584,Female,34,25-1190,5,5
3585,Male,39,15-1200,9,5
3586,Female,30,37-2000,5,5
3587,Female,37,17-0000,9,4
3588,Female,25,35-3023,5,2
3589,Male,22,41-1010,2,3
3590,Female,26,43-0000,6,1
3591,Male,35,49-1011,10,3
3592,Female,24,35-0000,3,2
3593,Female,25,53-0000,5,3
3594,Female,24,31-0000,3,2
3595,Male,42,11-1020,11,5
3596,Male,39,47-0000,10,4
3597,Female,21,35-1000,1,3
3598,Male,20,43-3031,1,3
3599,Female,30,11-9000,4,2
3600,Male,27,43-6000,4,3
3601,Male,37,51-0000,10,4
3602,Male,22,43-9060,2,4
3603,Male,20,43-3020,2,3
3604,Female,19,31-1100,3,4
3605,Male,32,11-0000,5,4
3606,Female,22,51-7011,1,2
3607,Female,20,53-7060,2,1
3608,Female,36,13-1161,9,4
3609,Male,19,53-7065,1,2
3610,Female,42,25-2000,9,6
3611,Female,18,35-2000,2,3
3612,Female,43,15-1200,9,5
3613,Female,37,47-2061,9,4
3614,Female,48,23-1000,19,5
3615,Male,24,35-2014,1,2
3616,Female,41,25-2000,9,5
3617,Female,18,21-0000,1,2
3618,Male,26,53-3033,5,3
3619,Female,27,31-1120,4,5
3620,Male,31,33-9091,4,5
3621,Female,45,43-1000,22,4
3622,Male,26,43-9000,4,3
3623,Male,37,13-1199,8,4
3624,Male,37,33-3000,10,4
3625,Female,55,11-9199,21,5
3626,Female,24,43-6000,1,2
3627,Female,44,29-1000,9,4
3628,Female,40,29-1140,10,4
3629,Male,43,17-3023,9,5
3630,Female,32,29-1000,5,2
3631,Female,26,43-6000,3,2
3632,Male,18,51-2090,2,3
3633,Male,18,43-9000,3,3
3634,Male,37,29-0000,9,3
3635,Female,40,13-0000,10,3
3636,Female,23,35-3011,1,2
3637,Female,46,33-3000,20,4
3638,Female,37,29-1140,9,2
3639,Female,28,53-7060,5,1
3640,Female,26,51-4033,5,3
3641,Male,38,13-2010,10,4
3642,Male,21,35-3020,2,3
3643,Male,28,39-3000,7,3
3644,Male,23,35-3023,3,2
3645,Male,39,19-1040,8,4
3646,Female,21,53-7064,1,2
3647,Male,45,27-0000,18,5
3648,Female,37,13-1110,8,3
3649,Male,19,35-1000,1,4
3650,Female,32,43-3031,3,5
3651,Male,38,29-1141,9,2
3652,Female,24,43-4000,1,3
3653,Male,26,31-9011,4,3
3654,Male,25,37-2010,5,4
3655,Male,21,53-7060,1,3
3656,Male,47,11-1021,17,4
3657,Female,45,23-0000,20,3
3658,Male,25,51-3000,4,4
3659,Male,46,25-2020,19,8
3660,Male,24,21-1000,2,2
3661,Female,47,11-1021,21,4
3662,Male,40,23-0000,9,6
3663,Male,23,43-0000,3,2
3664,Female,28,53-7060,4,3
3665,Male,29,31-9090,3,4
3666,Female,42,29-0000,9,5
3667,Female,27,41-2011,6,3
3668,Female,42,19-2000,9,6
3669,Female,44,29-1123,8,5
3670,Female,35,53-4031,11,3
3671,Female,25,53-7060,3,1
3672,Female,45,47-1011,18,5
3673,Female,26,51-2090,4,2
3674,Male,46,29-0000,20,4
3675,Male,26,39-9030,5,2
3676,Male,34,43-4170,5,2
3677,Female,20,43-4170,1,4
3678,Female,26,33-9030,6,2
3679,Female,25,43-6000,3,3
3680,Male,19,51-4120,1,3
3681,Male,39,29-1141,8,3
3682,Male,21,47-2000,3,3
3683,Female,18,43-0000,2,1
3684,Male,29,33-9032,4,2
3685,Female,31,25-0000,5,3
3686,Male,41,25-2000,9,5
3687,Female,25,33-9030,6,2
3688,Female,29,43-6000,4,2
3689,Female,39,51-1000,8,4
3690,Female,28,43-3031,3,2
3691,Female,39,27-2021,9,4
3692,Female,44,25-0000,9,4
3693,Female,33,33-9090,4,2
3694,Female,31,43-0000,4,3
3695,Male,26,43-3031,5,3
3696,Female,46,47-0000,19,4
3697,Female,25,31-9090,4,3
3698,Male,21,43-0000,2,1
3699,Male,33,35-3000,5,4
3700,Female,43,25-2021,10,4
3701,Male,27,21-0000,4,1
3702,Male,51,11-9110,20,5
3703,Male,21,53-7000,2,3
3704,Male,34,43-6014,5,6
3705,Male,29,51-0000,6,2
3706,Male,33,47-2030,5,2
3707,Female,21,39-9030,3,3
3708,Female,18,29-2000,2,3
3709,Male,42,25-2052,10,5
3710,Female,18,35-9000,1,3
3711,Male,24,49-9071,2,2
3712,Male,19,35-0000,2,3
3713,Female,45,29-1051,19,4
3714,Female,46,29-1071,21,3
3715,Male,29,31-1100,5,2
3716,Male,37,39-9000,10,3
3717,Male,40,41-3090,10,5
3718,Male,19,43-9060,1,2
3719,Male,42,23-2000,10,4
3720,Female,40,15-0000,9,4
3721,Male,33,15-0000,3,3
3722,Female,21,51-9000,3,1
3723,Female,36,11-9000,10,2
3724,Female,28,43-4050,3,2
3725,Female,28,53-3000,4,3
3726,Male,25,35-3000,2,2
3727,Female,43,11-9030,10,3
3728,Male,18,49-9000,2,3
3729,Male,22,35-3020,1,2
3730,Female,23,43-0000,2,1
3731,Male,29,29-0000,4,2
3732,Male,26,31-9000,5,5
3733,Female,25,41-0000,6,2
3734,Male,23,41-0000,1,4
3735,Male,21,31-1120,1,2
3736,Male,37,15-1250,9,4
3737,Female,29,43-3000,6,2
3738,Female,22,41-2031,3,3
3739,Male,42,11-0000,9,5
3740,Female,22,53-3030,4,2
3741,Female,34,25-0000,5,3
3742,Male,34,53-0000,5,2
3743,Female,34,51-8000,2,3
3744,Female,45,17-0000,19,6
3745,Male,22,37-0000,1,1
3746,Male,22,41-1011,3,2
3747,Female,23,53-0000,1,4
3748,Female,35,11-0000,10,4
3749,Female,41,13-0000,8,4
3750,Female,47,29-2060,18,5
3751,Male,31,25-2031,6,2
3752,Male,41,15-1210,10,6
3753,Male,34,41-0000,4,3
3754,Male,45,29-0000,20,5
3755,Female,26,25-2010,5,3
3756,Female,47,15-1240,20,4
3757,Male,29,39-9011,3,2
3758,Male,47,41-3020,19,3
3759,Female,26,41-2031,5,2
3760,Female,45,43-5061,19,4
3761,Male,23,41-2031,4,3
3762,Male,45,53-1000,20,5
3763,Male,26,37-0000,4,2
3764,Male,22,43-4170,1,2
3765,Male,27,43-0000,4,4
3766,Male,46,29-0000,20,3
3767,Male,28,41-2011,4,4
3768,Female,29,49-9071,4,3
3769,Male,47,29-0000,19,3
3770,Male,35,15-1299,10,4
3771,Female,47,27-1000,19,4
3772,Male,31,47-2000,4,2
3773,Female,42,25-2022,10,5
3774,Female,25,35-0000,5,4
3775,Female,27,41-0000,5,2
3776,Male,18,53-7000,2,3
3777,Female,37,13-1120,9,3
3778,Male,34,29-0000,4,5
3779,Female,25,35-0000,3,2
3780,Male,18,41-0000,3,2
3781,Female,23,47-2061,1,3
3782,Female,44,15-1299,8,5
